fen_string,solution_moves,difficulty_elo,tag_id
8/8/1R6/5k2/4p3/5n1R/2r2P2/6K1 w - - 1 44,g1f1 c2c1 f1g2 c1g1,1374,25
3K4/p1p5/3k4/PP6/1n6/5B2/8/8 b - - 6 53,c7c5 a5a6 c5c4 b5b6 b4a6 b6a7,2285,1
r1b1k2r/pp4pp/1q2pp2/n7/2pPN3/2P1P2P/PP3PPR/1R1QKB2 w kq - 1 14,f1c4 a5c4 d1a4 b6c6 a4c6 b7c6,1456,2
3r2k1/p4pp1/3q2r1/7p/7P/P1QP2P1/5P2/3RR1K1 w - - 3 26,a3a4 g6g3 f2g3 d6g3 g1h1 g3h3,2424,2
2k5/1p6/3B2P1/2P5/3r4/p4K2/8/8 b - - 0 57,d4d1 g6g7 d1g1 d6g3,1599,1
4r1k1/6p1/pq2PrR1/1pp2n1p/4Q3/1PP2N1P/1P4P1/4R2K w - - 2 32,g6f6 f5g3 h1g1 g3e4,811,2
r3q1k1/5p1p/1QN3p1/1p3p2/4n3/4P3/P4PPP/3R2K1 w - - 0 27,b6b5 e4c3 c6e7 e8e7,1591,17
8/4r3/2k2ppp/pR6/P4K1P/6P1/5P2/8 b - - 2 39,e7e5 b5e5 f6e5 f4e5,846,17
8/5pp1/7p/1p1R4/6Pk/1P2RPr1/2r5/5K2 b - - 7 46,g3h3 d5h5 h4g3 f3f4,1371,2
4RN2/2R3k1/1r4pp/2p3q1/2P5/2r3PP/7K/8 b - - 0 39,g7f6 f8h7 f6f5 c7c5,2409,25
2r2rk1/1p3ppB/p2p1b2/8/3q4/5R2/P5PP/1R1Q3K b - - 0 26,g8h7 f3h3 h7g8 d1h5 d4h4 h3h4 f6h4 h5h4,1409,2
r4rk1/2R3pp/p3pp2/1p1q2n1/3P4/3NP1P1/PP3P1P/3Q1RK1 w - - 2 18,c7c5 g5h3,1322,37
5r2/4r3/pp1k2pp/4p3/1PR3PP/2PP4/3KR3/8 w - - 1 37,d3d4 d6d5 c4c7 e7c7,1937,17
3r2k1/1bqr1pp1/p3p2p/1p2p1bN/4P1QP/2P3R1/PP1p1PP1/3R1BK1 b - - 0 24,g5f4 g4g7,721,34
2k2b1r/1p3ppp/p1n5/B2r1P2/1P2nQ2/8/P1Pp1PPP/R3K2R w KQ - 0 18,e1d1 e4c3,1372,37
r5k1/pp3r2/4Q3/3R4/7N/2P3P1/PP3q1P/6K1 w - - 1 34,g1h1 f2f1,655,25
8/4b1pk/2R1P1qp/3p4/3P4/5P1P/4QP2/1rN4K w - - 5 43,h1h2 e7d6 h2h1 g6f5 f3f4 f5f4 e2c2 g7g6 h1g1 f4h2 g1f1 h2h3,2713,17
r5k1/5qp1/4p3/1pB1P3/6R1/1Q6/4nPPK/8 w - - 2 33,b3b5 f7h5 g4h4 h5h4,817,3
3r4/pp2Rppk/7p/8/3b4/1B6/PPP3PP/2K5 w - - 2 23,e7f7 d4e3 c1b1 d8d1,765,7
8/kb2p3/p1np4/2n1qN1p/4P3/4QP1P/P5P1/1R5K b - - 2 34,e7e6 f3f4 e5f6 f5d6 f6d4 e3d4,2281,17
2r2rk1/1p2bqp1/p2ppn2/4p2p/1P2P3/PQ3P2/5BPP/2RR1NK1 b - - 3 25,f6e4 c1c8 f8c8 f3e4,1479,2
8/8/k7/P7/2p1N1p1/6Kp/8/8 w - - 8 59,g3g4 h3h2 e4f2 c4c3,1159,1
r1bqk1nr/pppp1ppp/2n5/2b1P1B1/2B5/2P2N2/P4PPP/RN1QK2R b KQkq - 2 8,c5e7 d1d5 g8h6 g5h6,1839,2
r2q1rk1/p3p1bp/2pp2p1/8/2Q1P1P1/2N1Bn2/PPP5/2KR3R b - - 1 17,g8h8 h1h7 h8h7 d1h1 g7h6 e3h6,2272,6
r1br2k1/ppp2ppp/2n1p3/3q4/3P4/2Q2N2/PPP1BPPP/3R1RK1 b - - 0 12,d5a2 d4d5 e6d5 d1a1 a2a1 f1a1,2291,17
r1b2rk1/p5q1/2p1p1Pp/5p2/2p1N3/4Q1R1/PPP2PP1/2KR4 w - - 0 21,e4d6 f5f4 e3e4 f4g3,1291,2
r2qr1k1/pp2bp1n/7Q/2pp4/8/1PNP1P1P/PP3P2/2KR2R1 b - - 2 17,g8h8 h6g7,909,37
8/8/5ppp/p1k5/P1P4P/3K4/6P1/8 b - - 0 37,g6g5 h4g5 f6g5 g2g4 c5b4 d3d4,1905,17
r4rk1/p2n1p1p/1qp1pP2/1p3R2/3P3P/3Q4/PPP1N1P1/R5K1 b - - 0 17,e6f5 d3g3 g8h8 g3g7,936,37
7k/1p3p2/p5qp/5p2/3r1r2/1P4NP/P5P1/R3Q2K b - - 4 36,d4d8 e1e5 g6g7 e5g7 h8g7 g3h5 g7g6 h5f4,2148,2
4r2k/1p3nrp/4b2q/1N3p2/P1P3p1/1P1P3P/4RQBK/4R3 w - - 0 34,b5d4 g4g3 f2g3 g7g3,1240,17
rqb1kb1r/3p1ppp/2n1pn2/1N2P3/8/2N1BQ2/PPP2PPP/2KR3R b kq - 0 11,c6e5 f3a8 b8a8 b5c7 e8d8 c7a8,1644,2
4r1k1/1p3q1p/p3NPpP/3p4/4bR2/2Q5/P4P2/6K1 b - - 0 33,f7e6 f6f7 e6f7 f4f7,886,1
4rrk1/p1pp1p2/1p4P1/8/8/P1P5/5qP1/R1KQ3R b - - 0 23,f2g2 d1h5 g2h1 h5h1,2397,2
2kr3r/p1p5/2pb1p2/3p3p/Q5b1/1NN5/PPP2qPP/R1B1R2K w - - 6 20,c1d2 g4f3 a4a6 c8b8,2423,2
8/5R2/p1r2bp1/5k1p/5P1P/4B1P1/3K4/8 w - - 2 49,e3d4 c6d6 d2e3 d6d4,1441,17
1k1r3r/3b1pp1/Bp1p3p/p2Pp3/6P1/K1QP4/P6q/1R6 b - - 1 28,b8a7 c3c7 a7a6 c7b6,1192,37
2b3k1/6b1/3p1nQ1/p2P4/PpB2R2/1P2q3/6P1/5K2 w - - 10 60,f4f6 e3c1 f1f2 c1b2,1681,2
r4r2/p1q2pk1/2ppp2p/3n2p1/1PP5/7P/P3QPP1/RN2R1K1 b - - 0 20,d5b4 e2b2 e6e5 b2b4,1056,2
2K5/5r2/2kbR3/7p/3B2p1/6P1/3P1P1P/8 w - - 6 61,d4e5 f7f8 e6e8 f8e8,1464,25
r1b2rk1/pp3ppp/2n1p3/3p2N1/8/qB1QP3/P1P3PP/R4RK1 b - - 1 16,a3e7 d3h7,663,34
8/p5R1/7p/1pq1Bp1k/5P2/7P/P5PK/8 b - - 1 34,c5c4 g2g4 f5g4 h3g4 h5h4 e5f6,1177,25
r4rk1/1bpn1pb1/1p3qpp/p2Pp3/P3P3/1Q3N2/3N1PPP/1BR2RK1 b - - 1 21,d7c5 c1c5 b6c5 b3b7,1324,2
8/1Pk5/6p1/2K4p/pP3p2/2P5/P5P1/8 w - - 0 47,c5d5 f4f3 b7b8q c7b8 g2f3 h5h4,1838,17
r1b2r2/ppPn1kpp/8/4q1N1/3b4/3Q4/PP3PPP/R1B2RK1 b - - 7 18,f7g8 d3h7,783,34
r1b1r1k1/pp2qp1p/2n1p1pQ/3p3N/3P4/2PB4/P4PPP/R4RK1 b - - 2 17,e7f8 h5f6 g8h8 h6h7,1175,29
r1b3k1/5rpp/p1n1Np2/1p1n4/2pP1q2/2P2N2/PPB2PPP/R2QR1K1 w - - 1 18,c2e4 c8e6 e4h7 g8h7,1108,2
4r1k1/4P1pb/r6p/p1p1p3/P2p2PP/1P3R2/2P2R2/6K1 b - - 0 40,a6e6 f3f8 e8f8 e7f8q,409,1
r1b1r1k1/pppnqpbp/3p1np1/6N1/2PPp3/4P1P1/PPQ2PBP/RNBR2K1 w - - 2 11,g5e4 f6e4 g2e4 e7e4 c2e4 e8e4,1290,2
r2k3r/p1p1qp1p/1p1p1p2/1B2P3/8/2P2Q2/P1P3PP/1R5K b - - 0 18,f6e5 f3a8,752,25
8/r7/6R1/5p1p/6k1/8/6PK/8 b - - 0 54,g4h4 g2g3,869,25
5k2/6pp/pq1p4/2bB1b2/2P2P2/2P3Q1/P2B2PP/7K w - - 3 32,g3h4 c5f2 h4f2 b6f2,1959,17
8/p5p1/5pp1/3n1k2/PpNP1P1P/5K2/5P2/8 b - - 3 42,d5f4 c4e3 f5e6 f3f4 g6g5 h4g5,1756,17
rn1qk2r/pbppnpb1/1p2p3/4P2p/2PP2pB/2N5/PP1N1PPP/R2QKB1R b KQkq - 1 11,f7f5 e5f6 g7f6 h4f6,1431,17
5rk1/ppp2ppp/8/8/1bB1q2n/PP2PP2/1B5P/R1Q2RrK w - - 2 20,h1g1 e4g6 g1h1 g6g2,1811,37
6k1/R4p2/P3p2p/3p1rp1/8/8/5r2/R5K1 b - - 5 42,f2b2 a7b7 b2e2 a6a7 f5f2 a7a8q,2165,1
r3k1nr/1pp1bppp/p1n1p1q1/4P2b/P2P4/2N1BN2/1P2BPPP/R2Q1RK1 w kq - 3 13,e2d3 h5f3 d3g6 f3d1 g6f7 e8f7,1283,2
1b2rrk1/1R4pp/8/1pPp4/3Np2q/2P1Q3/1P3PPP/4R1K1 w - - 2 23,h2h3 b8f4 e3e2 e4e3 d4f3 e3f2,2132,1
1k1r4/p1q2pp1/Qp2p3/3n3p/1b5P/1N3BP1/P4PK1/2R5 b - - 4 27,d5c3 a2a3 c7c8 a6c8 d8c8 a3b4,1907,2
1k5r/1pp4p/p7/3r4/3n2Q1/1P6/P4PP1/2R2RK1 w - - 0 26,g4g7 d4e2 g1h1 d5h5,1395,25
r4r1k/ppp1Nppp/3n4/8/8/3BPq2/PPPQ3R/6K1 b - - 5 22,f7f5 h2h7 h8h7 d2h2 f3h3 h2h3,1505,3
rnb1kbr1/pppp1Npp/5q2/2n5/2B5/5P2/PPPP2PP/RNBQK2R w KQq - 1 7,b1c3 f6h4 g2g3 h4c4,1489,2
2r3k1/pp3pQp/4p1pB/8/1P6/q1b4P/5PP1/2R3K1 b - - 1 25,c3g7 c1c8 g7f8 c8f8,1197,25
8/p3q1k1/Q3p1pp/2p1r3/7P/6r1/P4R1K/5R2 b - - 1 39,g3g4 f2f7 e7f7 f1f7 g7f7 a6b7,1919,2
7r/p5KP/1b6/8/P6R/1P1k4/8/8 b - - 8 46,b6d4 h4d4 d3d4 g7h8,1099,17
6k1/1p3p2/p1p5/4P2Q/1P3P1P/P5K1/8/6q1 w - - 1 40,g3f3 g1d1 f3g2 d1h5,1223,17
3r1r2/pb2qpkp/1pp1p1p1/3nPN2/3P4/P4BPR/1P3PP1/2QR1K2 b - - 1 25,e6f5 c1h6 g7h8 h6h7,1059,37
r1b2k2/p1p2p1Q/2qb3p/3p4/8/3B4/PPP2PPP/4R1K1 b - - 0 21,c8e6 e1e6 d6h2 g1h2 c6e6 h7h8 f8e7 h8a8,2160,17
1r3rk1/2p4p/4pPp1/p2p2QN/7P/6P1/2q2KB1/3R3R w - - 0 32,f2g1 c2d1 g1h2 d1h5,1315,17
rn2k1nr/p1pp1p2/4p3/1p5p/4P1Pq/5Q2/PPPP2KP/RNB2R2 b kq - 1 11,h5g4 f3f7 e8d8 f7f8,877,5
4r1k1/1pp3pp/p1p1rp2/2b5/2Q1N2q/5P2/PPP2P1P/R4R1K b - - 1 20,c5d6 e4d6 h4c4 d6c4,1843,2
2b2r1k/p5bp/1p4p1/2p3q1/4p3/P1P1P1P1/BP1BQ2P/5RK1 b - - 8 23,c8g4 f1f8 g7f8 e2c4,1370,17
6r1/5p2/k2p1p1Q/p1rP1P2/2p1P3/2P2b2/P5B1/6K1 w - - 1 36,h6f6 g8g2 g1f1 c5b5 f6d6 b5b6,1807,17
r4rk1/ppp2ppp/1bn2q2/8/3p2b1/BP1P1N2/P1PNQPPP/R3R1K1 b - - 6 13,f8e8 e2e8 a8e8 e1e8,558,7
6k1/p3P1B1/4q1r1/1p6/2pP1Qp1/P2p1P2/1P3KP1/8 b - - 0 38,g8g7 f4f8 g7h7 e7e8q,1058,1
8/8/6pk/7q/1K5Q/1P6/P7/8 w - - 4 54,h4h5 g6h5 b4c5 h5h4 b3b4 h4h3 b4b5 h3h2 b5b6 h2h1q,1306,1
8/8/3k1P2/2r5/1p2PK2/1B6/8/8 b - - 0 53,c5c3 e4e5 d6d7 e5e6 d7d6 e6e7 c3c8 b3f7,2676,1
1k2q3/1p3p2/1p3R2/p2p4/P2Pb3/1Q4P1/1P6/K7 w - - 0 29,b3b6 e8a4,450,25
8/1p2q1k1/p1p2pp1/8/1n1P3N/1P4Q1/5PP1/6K1 b - - 3 38,e7f7 h4f5 g7f8 g3d6 f8e8 d6b8,2086,17
r1bq2k1/pp3ppp/2nbr3/1Bp5/3PN3/4P3/PPQB1PPP/R3K2R w KQ - 1 13,e4c5 c6d4 c2c4 d6c5,2023,2
r3r3/1b2qpkp/p2p2n1/1ppPpQ2/4P1P1/1BP4R/PP3PP1/R5K1 b - - 4 27,e7f6 h3h7 g7h7 f5f6,1202,17
1R4r1/r4Q1p/p2k4/2pp2q1/3bP3/7P/P1P3B1/5R1K w - - 1 26,f7d5 g5d5 b8b6 d6c7 e4d5 c7b6,2236,17
3rr1k1/ppp2ppp/1n6/8/3qp2P/PQ5R/1P2BPP1/4RK2 b - - 2 20,d4a4 b3a4 b6a4 e2b5 a4c5 b5e8,1451,2
rnbq3r/pppnk3/4p1Bp/3p2p1/3Q4/6B1/PPP2PPP/RN3RK1 b - - 0 13,b8c6 d4g7,1161,37
3q2k1/pb1p2p1/1p1Pp1B1/2b2P2/2P4p/6PK/7P/4RR2 b - - 0 37,d8f6 f5e6 f6g6 e6d7 g6d6 e1e8 g8h7 d7d8q d6d8 e8d8,2025,1
2r5/5p2/b1r2k2/1pP1p1p1/4P1Pp/5N2/P4PK1/2RR4 b - - 0 34,c6c5 c1c5 c8c5 d1d6 f6e7 d6a6,1893,2
r2q1rk1/1bQ1bppp/p4n2/1p1P4/1np2B2/2N2N2/PP3PPP/2KR1B1R b - - 0 13,b4d5 c7b7 d8b6 b7b6,1653,2
2k5/pp3p2/7R/3N4/5Pr1/8/Pn2r3/5R1K b - - 0 32,b2d3 h6h8 c8d7 d5f6,1096,2
rn2nrk1/ppqbbppp/4p3/2p1P1N1/2PP3P/2P3P1/P1Q2PB1/R1B2RK1 b - - 2 13,h7h6 c2h7,656,37
r1b1k2r/pppn3p/3bpqp1/3p1p2/3P3N/P3P1P1/1PPNBPP1/R2QK2R w KQkq - 4 11,h4g6 h7g6 h1h8 f6h8,1625,2
3q1rk1/5ppp/1p3n2/p5B1/P2r4/3B2P1/3Q1P1P/2NK3R b - - 1 21,f6e4 g5d8 e4d2 d8b6,2120,2
6k1/pR3pp1/2p2n1p/6r1/3P1q2/P6P/1PQ2P2/5K2 b - - 2 25,f4f3 b7b8 f6e8 b8e8,717,25
8/8/8/p3p1k1/P2p2P1/5P2/4K3/8 w - - 4 49,e2e1 e5e4 f3e4 g5g4,2154,17
8/1p3k1p/p3P1p1/2PP4/2K1b2P/8/1P3P2/8 b - - 0 35,f7e7 c4d4 e4b1 d4e5,1559,2
r2r2k1/5ppp/B1Q5/3R1p2/8/1P6/Pq3PPP/6K1 b - - 0 23,d8d5 c6a8 d5d8 a8d8,1144,7
rnb1k2r/pp3ppp/4p3/3pN3/1qPPn3/2N5/PP3PPP/R2QKB1R w KQkq - 2 10,d1f3 b4b2 f3f7 e8d8 c3e4 b2a1,1666,17
2kr2r1/1pp2p1p/2qp1p2/Qpb5/4P1b1/3B4/PPP2PPP/R4R1K b - - 3 15,g4d7 a5a8,622,37
6k1/6pp/1p6/1b6/3pQ1N1/7P/5PPK/5q2 b - - 0 36,f1c4 e4a8 g8f7 g4e5 f7f6 e5c4,1421,17
1r4k1/7p/3qP3/B1p2pp1/P2p1n1b/1P1P3P/2P4Q/R4RK1 w - - 0 29,a5d2 h4g3 d2f4 g3h2 f4h2 f5f4,2255,2
8/5kpp/pp1Q1p2/8/P2P2N1/1P3P2/2r1q2r/1R2R2K w - - 0 35,g4h2 e2g2,1820,25
r2q1rk1/ppp3b1/3p4/3Pp1Q1/2P1P1n1/2N5/PP3P2/R3K1R1 b Q - 1 18,g4f2 g5g7,678,34
5rk1/2bB3p/pp4p1/2p5/2Pp4/PP1P4/5RQP/2B1q1K1 w - - 1 32,f2f1 c7h2 g1h2 f8f1,2055,17
8/2R4p/6pk/5p2/1rBP1KPP/4PP2/8/2r5 b - - 0 41,b4c4 g4g5 h6h5 c7h7,960,19
Q1b5/5pkp/4p1p1/P7/2q5/5B1P/5PP1/6K1 w - - 0 31,f3b7 c4c1 g1h2 c1c7,1716,17
6k1/p2q1pp1/1p1P1r1p/8/5Q2/1P3P2/5PKP/3R4 w - - 4 26,f4e5 f6g6 g2f1 d7h3,1324,17
8/5Q2/3p4/2p2kp1/P7/1P1q4/8/6K1 b - - 0 48,f5g4 f7c4 d3c4 b3c4 g4f5 a4a5,1658,17
r6r/pqkn1pp1/1p2pn1p/1B1N1b2/1Q1P4/4P3/PP3PPP/2R1K2R b K - 0 16,c7d8 b4e7,935,37
6rk/p2b1nr1/np5p/2pPp3/2P1Pp1q/P1QN1P2/2B1N1P1/1R3KR1 b - - 7 32,a6c7 d3e5 f7e5 c3e5,1325,17
r1b1r1k1/1p2bp2/p1qp1n1Q/4p3/4PP2/2NB4/PPP3PP/R4RK1 b - - 0 16,d6d5 e4d5 c6b6 g1h1,1921,17
r4rk1/pp3ppp/2nb4/2pp4/6n1/1PPP1N1q/PB1NBP2/R2QR1K1 w - - 2 14,e2f1 d6h2 f3h2 h3h2,1322,34
r1q2rk1/p3n1pp/1pp5/n2pN1N1/8/4P3/PPQ2PPP/3R1K1R b - - 3 18,c8c7 c2h7,772,34
4rbk1/p3q1pp/2p2p2/1p6/3P1P2/PP2nBPb/1B1Q1K1P/R7 w - - 0 26,d2e3 e7e3,940,36
2r3k1/pp4p1/4bq1p/8/1b1P4/2N5/PPQ1B1PP/3R2K1 b - - 1 22,e6a2 c2a4 b4c3 a4a2 f6f7 a2f7,2035,2
8/8/3r4/6p1/2KNPk1p/5P1P/6P1/8 b - - 6 49,f4g3 d4f5 g3g2 f5d6 g2h3 e4e5 h3g2 e5e6 h4h3 e6e7 h3h2 e7e8q h2h1q e8e2,1251,1
8/8/1p1k4/p7/P1P1p1p1/4P1P1/2K5/8 b - - 3 40,d6e5 c2c3 e5d6 c3d4 d6c6 d4e4,1219,17
r1b1r1k1/pp3ppp/5q2/3p4/3Pn3/BQP3P1/P4PBP/R3R1K1 w - - 7 16,b3d5 f6f2 g1h1 e4g3 h2g3 e8e1 a1e1 f2e1,1358,2
8/8/8/1pk1p2p/5p1P/PK2PP2/8/8 w - - 0 44,e3e4 c5d4 b3b4 d4e3,1134,17
r1b1kb1r/5p2/2p1pP1p/2q1P2P/1BB5/p7/2K1Q3/RR6 b kq - 3 33,c5a7 a1a3 a7a3 b4a3,1513,17
5r1k/p5p1/7p/3Q4/3P4/3qp3/P4BPP/2R3K1 w - - 0 43,f2e3 d3e3 g1h1 e3c1,1140,7
1r6/1p2rppk/p2ppn1p/8/5P2/P1B1P2P/1P3P1K/R5R1 b - - 7 22,f6e4 g1g7 h7h8 g7f7 e4c3 f7e7,1151,17
r7/5k1R/2p2P2/3p4/pp6/qP1Br3/P1P1N1R1/1K6 b - - 1 28,f7f6 g2g6 f6e5 h7h5,1508,37
3q2k1/7p/2p1p3/p4pp1/8/P1N1PnP1/1PQ2P1P/7K w - - 0 26,h1g2 f3e1 g2f1 e1c2,886,17
2kr1b1r/pp1n1ppp/Q1p1pn2/7q/4PB2/5N2/PPP1BPPP/2KR3R b - - 7 12,h5g4 a6c6 b7c6 e2a6,1987,14
6k1/5ppp/1pr1p3/p7/1P2P3/R3P2P/5PK1/8 b - - 0 22,a5b4 a3a8 c6c8 a8c8,851,7
4r2k/2Rn2b1/6p1/p2q2P1/1p1pN3/1P1Q4/P4PP1/6K1 b - - 0 29,d7e5 d3h3 h8g8 e4f6 g7f6 h3h7 g8f8 h7h6,2561,2
r2qk1nr/1p1bbppp/p3p3/3pN3/3P4/2N2Q2/PPP2PPP/R1B1K2R b KQkq - 1 9,f7f6 f3h5 g7g6 e5g6 h7g6 h5h8,1289,17
8/8/4k3/K4p2/4P2p/6pP/P5P1/8 b - - 0 43,f5e4 a5b4 e6d5 b4c3,1314,17
r4r2/ppp4k/3p2qp/6n1/2BQ4/2P5/PP4P1/R4RK1 b - - 2 28,g5f3 f1f3 f8f3 a1e1 g6g5 d4e4,2595,2
6rk/p4ppp/8/4pPR1/7Q/3P4/Pqr3PP/5RK1 b - - 0 26,f7f6 h4h7 h8h7 g5h5,1381,6
8/7n/p5Rp/3R4/4pq1k/7P/PP4P1/6K1 b - - 0 40,f4e3 g1h2 e3f4 g2g3 f4g3 g6g3,1419,17
8/3q1pk1/4p1pp/2p1P3/1nPb4/4BQPB/1r3P1P/5R1K b - - 0 31,b4c2 f3f6 g7h7 e3h6 d4e5 f6e5,1976,2
4r1k1/p1q2pbp/1pp3p1/2QbP3/8/1PR2N2/P4PPP/4R1K1 w - - 0 21,c5d6 c7d6 e5d6 e8e1 f3e1 g7c3 d6d7 c3f6,1487,2
8/pp3k2/1npQ4/3pP3/8/2P1b3/PP2b2q/1K1R1B2 b - - 0 26,e2d1 e5e6 f7f6 d6h2,1857,17
b4rk1/P4p1p/3bp1p1/1qn5/2pB3Q/8/1P4PP/R3R1K1 b - - 3 31,f8c8 h4f6 g8f8 f6h8 f8e7 h8c8,1970,2
5Q2/5p1k/p4P1p/1p2P2P/2p3q1/4n3/PPP3P1/2Kr3R w - - 0 39,h1d1 g4d1,574,25
8/1p6/8/4k1p1/1P3p2/P1PRp1r1/4K3/2B5 w - - 0 45,c1e3 g3e3 d3e3 f4e3 e2e3 b7b5 e3f3 e5f5,2655,17
5rk1/1pp3B1/4p3/Pn2N1Q1/1P1qP3/3P2nP/8/1R4K1 w - - 3 32,g1g2 d4f2,1218,37
3r1rk1/ppp2ppp/1q6/4Q3/8/P2b1B1P/5PP1/4R1K1 b - - 0 27,f8e8 e5e8 d8e8 e1e8,616,7
4r3/1qR2kpp/3rpp2/p3P3/1p3P1P/4B3/PP4P1/1KR5 b - - 1 33,b7c7 c1c7 d6d7 c7d7,906,17
3r3k/1bq3n1/pp4B1/8/2p5/1P2Q2P/P2N2P1/7K b - - 1 35,d8d6 e3h6 h8g8 h6h7 g8f8 h7h8 f8e7 h8g7,1413,17
2rq1rk1/3p3p/pb2p1B1/1p2P3/6Q1/P5P1/1n3PP1/2R2RK1 b - - 0 22,d8e7 g6e8 e7g7 g4g7 g8g7 c1c8,2160,2
rn1q1rk1/1p2n1bp/p2p2p1/1Np2b2/2P5/3B4/PP2NPPP/R1BQ1RK1 w - - 0 12,b5d6 d8d6 d3f5 e7f5 d1d6 f5d6,1950,17
1r2r2k/6b1/p2pp3/7q/2p1NP2/P3R3/1PPB2Q1/6K1 b - - 5 33,g7d4 d2c3 d4c3 e3h3,1886,2
4rr1k/3q2p1/2p3PQ/p1P4P/1p1BR3/5P2/PP1K4/8 b - - 0 35,h8g8 h6h7,1039,25
8/P1R2p2/5kp1/1K6/8/8/8/r7 b - - 2 58,g6g5 c7c6 f6f5 c6a6,1398,17
2r3k1/pp3p1p/6pb/3p3P/1qrR2Q1/2N1P1P1/PPR2P2/7K w - - 1 28,c3d5 b4e1 h1g2 c4c2 g4c8 c2c8,1594,2
8/1p6/p2knN2/8/2P3p1/PP2Kp2/8/8 b - - 1 46,e6d4 e3d4 f3f2 f6e4,1745,17
5rk1/P4pp1/7p/8/4P3/6Q1/r3q1PP/R4R1K w - - 2 26,a1a2 e2f1,604,25
rn1qkbnr/pbp4p/1p2pp2/3pN1B1/3P4/8/PPP2PPP/RN1QKB1R b KQkq - 1 7,f6g5 d1h5 e8e7 h5f7 e7d6 b1a3,2809,17
b2r1r2/R4pk1/1p2p1p1/4P3/7q/2PB1P2/2Q3PP/1R4K1 w - - 4 24,b1b6 h4e1 d3f1 d8d2 c2d2 e1d2,2283,17
2r5/3bkp2/1Q2p1pq/1p1p4/p2P4/P1PB4/1P3PPP/4R1K1 w - - 2 33,d3b5 h6d2 e1b1 d2c2 b5d3 c2d3,1984,2
6R1/4R3/3p1r2/2pP2k1/4Ppp1/8/2r3P1/6K1 b - - 3 43,g5h4 e7h7 f6h6 h7h6 h4g3 h6h3,1586,25
3r1r2/2pkq1bp/Q1ppb1p1/4p1P1/2N1P2P/2P1B3/1P3P2/1K1R3R b - - 2 24,d8a8 c4b6 c7b6 a6b7 d7e8 b7a8,1902,2
7k/p1p2p1p/1p6/8/1P5P/P5B1/2r3PK/8 b - - 0 36,c2c3 g3e5 h8g8 e5c3,805,2
3r4/p1q2p1p/1p2bkp1/4R3/2Pr1P2/1PQ1R1P1/P4P1P/6K1 b - - 2 25,c7d6 e5d5 d6d5 c4d5,2088,17
8/8/6pp/2k3P1/p4K1P/P7/8/8 b - - 0 52,h6g5 f4g5 c5c4 g5g6 c4b3 h4h5 b3a3 h5h6 a3a2 h6h7 a4a3 h7h8q,1310,1
r3k3/ppp3p1/3bp1b1/4q3/4P1Q1/2P5/PP1N2B1/R1B2RKr w q - 1 20,g2h1 e5h2,1311,36
4r1k1/p4p2/1p2q1p1/3n2Bp/3P3P/1P3Q2/5PPK/2R5 b - - 2 26,e6e4 c1c8 g8g7 c8e8,2022,2
3q2k1/5Rp1/pn2pbQp/1p1p4/3P4/7P/2r2PP1/4R1K1 b - - 0 28,c2c6 f7f6 d8f6 g6e8 g8h7 e8c6,1649,2
r1bq1rk1/p2nbppp/8/2p1B3/3pN3/5N2/PPP2PPP/R2QR1K1 w - - 2 14,e4d6 d7e5 d6c8 e5f3 d1f3 a8c8,1746,2
r1b2r2/pp2q1p1/2p4k/2P1n1Pn/4N2P/4P3/PPQ2P2/2R1K2R b K - 0 19,h6h7 e4f6 h7h8 c2h7,1395,21
2k4r/ppp3pp/3bp3/q7/3n4/8/PPP2PPP/R1BQ2K1 w - - 0 15,d1d4 a5e1,571,25
4q1r1/2p4k/3p3p/PP3r2/2PQ2n1/2P3B1/4pPP1/R1R3K1 w - - 2 28,a5a6 g4f2 g3f2 e8a8 d4d5 f5d5,2556,17
8/pp5p/2p1k3/2P5/1P6/Pr5P/5RK1/8 w - - 1 38,f2f3 b3f3 g2f3 e6d5,1577,17
8/2B2k2/6p1/2n2p1p/5K1P/P5P1/8/8 w - - 7 44,f4g5 c5e6 g5h6 e6c7,1022,17
3r2k1/Qp3pp1/8/6qn/2b1P3/5P2/PP3RPP/R5K1 w - - 1 25,a7b7 g5c5 b2b4 c5d4,2125,17
2kr2nr/ppp2pp1/3p3p/3Np2b/2B1P2q/2PPPP1P/PP2K3/R2Q3R b - - 0 14,g8f6 d5e7 c8b8 e7f5 h4g5 h1g1,2100,2
2r1r1k1/5pp1/1Qp2n1p/8/2PPp3/2P1B2q/4BP2/1R3RK1 w - - 0 23,b6c5 e8e6 e3f4 e4e3 f2e3 f6e4 c5h5 e6g6 h5g6 f7g6,2763,2
rn4k1/p1p3pp/1p1pp2r/5p1q/2PP4/B1PBPK2/P2Q1P1P/6RR w - - 7 17,f3g2 h5h3,1640,37
2r2rk1/1p3pp1/p1nq3p/2Rpp3/3P4/P2QPN1P/1P3PP1/5RK1 w - - 0 18,f1c1 e5e4 d3b3 e4f3,1316,17
8/p1q3pk/2p4p/2p1RPP1/7P/PP2pN2/2P3K1/8 b - - 0 42,h6g5 f3g5 h7h6 e5e8,2370,17
5rk1/6p1/2p5/p1Qp4/2b5/P5B1/6PP/4RqK1 w - - 10 37,e1f1 f8f1,609,25
